scenario,position_id,side,product,currency,balance_try_mn,repricing_years,shock_bps,pass_through,repriced_fraction,baseline_nii_try_mn,shocked_nii_try_mn,delta_nii_try_mn
parallel_down,AUR-0052,asset,corporate_loans_fixed,TRY,3080.944534,3.886749,-400.000000,0.000000,0.000000,1304.261395,1304.261395,0.000000
parallel_down,AUR-0053,asset,corporate_loans_fixed,TRY,497.081276,1.197814,-400.000000,0.000000,0.000000,206.706412,206.706412,0.000000
parallel_down,AUR-0054,asset,corporate_loans_fixed,TRY,3966.717845,3.808771,-400.000000,0.000000,0.000000,1657.735418,1657.735418,0.000000
parallel_down,AUR-0055,asset,corporate_loans_floating,TRY,4051.687942,0.327427,-400.000000,0.850000,0.672573,1659.215724,1566.563823,-92.651901
parallel_down,AUR-0056,asset,corporate_loans_floating,TRY,791.198100,0.261626,-400.000000,0.850000,0.738374,318.758152,298.895348,-19.862804
parallel_down,AUR-0057,asset,corporate_loans_floating,TRY,711.371028,0.480743,-400.000000,0.850000,0.519257,292.443164,279.884095,-12.559069
parallel_down,AUR-0058,asset,corporate_loans_floating,TRY,1332.032796,0.329455,-400.000000,0.850000,0.670545,546.638860,516.270470,-30.368390
parallel_down,AUR-0059,asset,corporate_loans_floating,TRY,1594.724418,0.407058,-400.000000,0.850000,0.592942,649.550743,617.401054,-32.149689
parallel_down,AUR-0060,asset,corporate_loans_floating,TRY,6518.985716,0.467816,-400.000000,0.850000,0.532184,2672.617714,2554.661517,-117.956196
parallel_down,AUR-0061,asset,cash_and_reserves,USD,393.824406,0.002740,-200.000000,1.000000,0.997260,18.339729,10.484823,-7.854907
parallel_down,AUR-0062,asset,cash_and_reserves,USD,2486.100245,0.002740,-200.000000,1.000000,0.997260,114.676744,65.090977,-49.585767
parallel_down,AUR-0063,asset,cash_and_reserves,USD,120.075349,0.002740,-200.000000,1.000000,0.997260,4.827201,2.432274,-2.394927
parallel_down,AUR-0064,asset,government_securities,USD,934.013064,6.064774,-200.000000,0.000000,0.000000,49.153726,49.153726,0.000000
parallel_down,AUR-0065,asset,government_securities,USD,1453.307298,1.325049,-200.000000,0.000000,0.000000,68.342415,68.342415,0.000000
parallel_down,AUR-0066,asset,government_securities,USD,1069.355484,6.828868,-200.000000,0.000000,0.000000,54.243838,54.243838,0.000000
parallel_down,AUR-0067,asset,government_securities,USD,543.324154,5.100360,-200.000000,0.000000,0.000000,26.683432,26.683432,0.000000
parallel_down,AUR-0068,asset,corporate_loans,USD,1296.949256,0.393651,-200.000000,0.850000,0.606349,99.504515,86.135649,-13.368866
parallel_down,AUR-0069,asset,corporate_loans,USD,1527.584596,0.481220,-200.000000,0.850000,0.518780,135.764921,122.292755,-13.472166
parallel_down,AUR-0070,asset,corporate_loans,USD,2657.761382,0.483551,-200.000000,0.850000,0.516449,216.859083,193.524914,-23.334170
parallel_down,AUR-0071,asset,corporate_loans,USD,2048.121070,0.319120,-200.000000,0.850000,0.680880,182.567177,158.860258,-23.706919
parallel_down,AUR-0072,asset,corporate_loans,USD,2072.545771,0.275374,-200.000000,0.850000,0.724626,179.340992,153.810042,-25.530949
parallel_down,AUR-0073,asset,corporate_loans,USD,1397.037925,0.367840,-200.000000,0.850000,0.632160,121.977407,106.963832,-15.013575
parallel_down,AUR-0074,asset,cash_and_reserves,EUR,627.151242,0.002740,-225.000000,1.000000,0.997260,15.093398,1.021159,-14.072239
parallel_down,AUR-0075,asset,cash_and_reserves,EUR,866.535489,0.002740,-225.000000,1.000000,0.997260,22.335030,2.891404,-19.443627
parallel_down,AUR-0076,asset,cash_and_reserves,EUR,506.313269,0.002740,-225.000000,1.000000,0.997260,11.430883,0.070048,-11.360834
parallel_down,AUR-0077,asset,government_securities,EUR,1144.878887,6.918647,-225.000000,0.000000,0.000000,48.535664,48.535664,0.000000
parallel_down,AUR-0078,asset,government_securities,EUR,839.167517,6.219259,-225.000000,0.000000,0.000000,29.019395,29.019395,0.000000
parallel_down,AUR-0079,asset,government_securities,EUR,162.006930,2.908558,-225.000000,0.000000,0.000000,5.978078,5.978078,0.000000
parallel_down,AUR-0080,asset,government_securities,EUR,853.946666,3.102259,-225.000000,0.000000,0.000000,31.420165,31.420165,0.000000
parallel_down,AUR-0081,asset,corporate_loans,EUR,1110.548767,0.498532,-225.000000,0.850000,0.501468,80.292387,69.641585,-10.650802
parallel_down,AUR-0082,asset,corporate_loans,EUR,1220.613688,0.249911,-225.000000,0.850000,0.750089,85.881720,68.371465,-17.510255
parallel_down,AUR-0083,asset,corporate_loans,EUR,3594.544328,0.297430,-225.000000,0.850000,0.702570,251.385536,203.086897,-48.298639
parallel_down,AUR-0084,asset,corporate_loans,EUR,361.741907,0.369917,-225.000000,0.850000,0.630083,27.376779,23.017667,-4.359112
parallel_down,AUR-0085,asset,corporate_loans,EUR,712.551310,0.097923,-225.000000,0.850000,0.902077,49.665895,37.372801,-12.293094
parallel_down,AUR-0086,liability,demand_deposits,TRY,5187.051663,0.374173,-400.000000,0.420000,0.625827,-944.627983,-890.091874,54.536109
parallel_down,AUR-0087,liability,demand_deposits,TRY,3950.473954,0.208395,-400.000000,0.420000,0.791605,-721.819737,-669.282526,52.537211
parallel_down,AUR-0088,liability,demand_deposits,TRY,6357.318781,0.657536,-400.000000,0.420000,0.342464,-1168.218038,-1131.641871,36.576167
parallel_down,AUR-0089,liability,demand_deposits,TRY,906.552056,0.406497,-400.000000,0.420000,0.593503,-161.364462,-152.325367,9.039095
parallel_down,AUR-0090,liability,demand_deposits,TRY,5550.789430,0.281389,-400.000000,0.420000,0.718611,-991.756772,-924.743952,67.012820
parallel_down,AUR-0091,liability,demand_deposits,TRY,2484.619448,0.360155,-400.000000,0.420000,0.639845,-450.226834,-423.518675,26.708158
parallel_down,AUR-0092,liability,demand_deposits,TRY,2509.356098,0.542266,-400.000000,0.420000,0.457734,-442.835255,-423.538479,19.296776
parallel_down,AUR-0093,liability,demand_deposits,TRY,2143.673465,0.524379,-400.000000,0.420000,0.475621,-377.894647,-360.765768,17.128879
parallel_down,AUR-0094,liability,demand_deposits,TRY,1496.990275,0.219695,-400.000000,0.420000,0.780305,-269.750702,-250.126470,19.624231
parallel_down,AUR-0095,liability,demand_deposits,TRY,4413.174830,0.252821,-400.000000,0.420000,0.747179,-791.714473,-736.317623,55.396850
parallel_down,AUR-0096,liability,term_deposits,TRY,1639.919133,0.740240,-400.000000,0.000000,0.259760,-594.637990,-594.637990,0.000000
parallel_down,AUR-0097,liability,term_deposits,TRY,3727.635531,0.189921,-400.000000,0.000000,0.810079,-1366.895843,-1366.895843,0.000000
parallel_down,AUR-0098,liability,term_deposits,TRY,5256.748147,0.179381,-400.000000,0.000000,0.820619,-1947.504704,-1947.504704,0.000000
parallel_down,AUR-0099,liability,term_deposits,TRY,6757.056700,0.239455,-400.000000,0.000000,0.760545,-2464.601092,-2464.601092,0.000000
parallel_down,AUR-0100,liability,term_deposits,TRY,1904.461384,0.561960,-400.000000,0.000000,0.438040,-697.060291,-697.060291,0.000000
parallel_down,AUR-0101,liability,term_deposits,TRY,1658.774023,0.842753,-400.000000,0.000000,0.157247,-610.401272,-610.401272,0.000000
parallel_down,AUR-0102,liability,term_deposits,TRY,1927.268246,0.159576,-400.000000,0.000000,0.840424,-702.293889,-702.293889,0.000000
parallel_down,AUR-0103,liability,term_deposits,TRY,4320.485062,0.457907,-400.000000,0.000000,0.542093,-1584.447814,-1584.447814,0.000000
parallel_down,AUR-0104,liability,term_deposits,TRY,7862.775792,0.722271,-400.000000,0.000000,0.277729,-2867.905247,-2867.905247,0.000000
parallel_down,AUR-0105,liability,term_deposits,TRY,6713.866407,0.082140,-400.000000,0.000000,0.917860,-2476.661193,-2476.661193,0.000000
parallel_down,AUR-0106,liability,term_deposits,TRY,5776.476919,0.222591,-400.000000,0.000000,0.777409,-2097.514557,-2097.514557,0.000000
parallel_down,AUR-0107,liability,term_deposits,TRY,9454.532656,0.198709,-400.000000,0.000000,0.801291,-3463.823471,-3463.823471,0.000000
parallel_down,AUR-0108,liability,interbank_funding,TRY,1264.625474,0.432645,-400.000000,0.800000,0.567355,-502.593109,-479.633378,22.959731
parallel_down,AUR-0109,liability,interbank_funding,TRY,1164.655802,0.417268,-400.000000,0.800000,0.582732,-457.283093,-435.565263,21.717831
parallel_down,AUR-0110,liability,interbank_funding,TRY,2914.638178,0.197727,-400.000000,0.800000,0.802273,-1148.904144,-1074.077407,74.826736
parallel_down,AUR-0111,liability,interbank_funding,TRY,2868.624047,0.188727,-400.000000,0.800000,0.811273,-1146.160172,-1071.688581,74.471592
parallel_down,AUR-0112,liability,interbank_funding,TRY,1787.456499,0.274071,-400.000000,0.800000,0.725929,-709.467796,-667.945668,41.522128
parallel_down,AUR-0113,liability,repo_funding,TRY,401.870560,0.111871,-400.000000,0.800000,0.888129,-157.890482,-146.469270,11.421213
parallel_down,AUR-0114,liability,repo_funding,TRY,2446.587339,0.111943,-400.000000,0.800000,0.888057,-955.202647,-885.675959,69.526688
parallel_down,AUR-0115,liability,repo_funding,TRY,4412.160563,0.055576,-400.000000,0.800000,0.944424,-1694.107774,-1560.765364,133.342410
parallel_down,AUR-0116,liability,repo_funding,TRY,739.381538,0.179083,-400.000000,0.800000,0.820917,-286.945531,-267.522463,19.423068
parallel_down,AUR-0117,liability,issued_debt,TRY,792.984636,5.811573,-400.000000,0.000000,0.000000,-252.076874,-252.076874,0.000000
parallel_down,AUR-0118,liability,issued_debt,TRY,701.445736,3.556636,-400.000000,0.000000,0.000000,-219.588682,-219.588682,0.000000
parallel_down,AUR-0119,liability,issued_debt,TRY,2272.545453,1.501705,-400.000000,0.000000,0.000000,-720.951614,-720.951614,0.000000
parallel_down,AUR-0120,liability,issued_debt,TRY,5236.305360,4.502175,-400.000000,0.000000,0.000000,-1689.787786,-1689.787786,0.000000
parallel_down,AUR-0121,liability,issued_debt,TRY,996.718815,1.212251,-400.000000,0.000000,0.000000,-319.002398,-319.002398,0.000000
parallel_down,AUR-0122,liability,demand_deposits,USD,2821.136691,0.405262,-200.000000,0.300000,0.594738,-32.141662,-22.074639,10.067023
parallel_down,AUR-0123,liability,demand_deposits,USD,729.838115,0.502170,-200.000000,0.300000,0.497830,-6.283826,-4.103814,2.180012
parallel_down,AUR-0124,liability,demand_deposits,USD,1740.171372,0.255339,-200.000000,0.300000,0.744661,-17.734713,-9.959686,7.775027
parallel_down,AUR-0125,liability,demand_deposits,USD,992.842449,0.246648,-200.000000,0.300000,0.753352,-12.930770,-8.443011,4.487759
parallel_down,AUR-0126,liability,demand_deposits,USD,1716.011373,0.311685,-200.000000,0.300000,0.688315,-18.048716,-10.961778,7.086938
parallel_down,AUR-0127,liability,term_deposits,USD,2776.350582,0.308134,-200.000000,0.000000,0.691866,-98.225868,-98.225868,0.000000
parallel_down,AUR-0128,liability,term_deposits,USD,1339.598786,0.408840,-200.000000,0.000000,0.591160,-44.960726,-44.960726,0.000000
parallel_down,AUR-0129,liability,term_deposits,USD,1972.488443,0.863347,-200.000000,0.000000,0.136653,-69.842896,-69.842896,0.000000
parallel_down,AUR-0130,liability,term_deposits,USD,992.316522,0.101327,-200.000000,0.000000,0.898673,-35.503934,-35.503934,0.000000
parallel_down,AUR-0131,liability,term_deposits,USD,1173.301809,0.782372,-200.000000,0.000000,0.217628,-39.177556,-39.177556,0.000000
parallel_down,AUR-0132,liability,term_deposits,USD,1745.943858,0.808065,-200.000000,0.000000,0.191935,-53.209228,-53.209228,0.000000
parallel_down,AUR-0133,liability,wholesale_funding,USD,1136.233652,0.225998,-200.000000,0.800000,0.774002,-61.714110,-47.642956,14.071154
parallel_down,AUR-0134,liability,wholesale_funding,USD,2140.167645,0.445336,-200.000000,0.800000,0.554664,-135.530375,-116.537192,18.993183
parallel_down,AUR-0135,liability,wholesale_funding,USD,1559.377796,0.113278,-200.000000,0.800000,0.886722,-92.590333,-70.466580,22.123754
parallel_down,AUR-0136,liability,wholesale_funding,USD,1164.220907,0.142092,-200.000000,0.800000,0.857908,-63.400025,-47.419314,15.980711
parallel_down,AUR-0137,liability,demand_deposits,EUR,1926.035143,0.717660,-225.000000,0.280000,0.282340,-28.720670,-25.294751,3.425920
parallel_down,AUR-0138,liability,demand_deposits,EUR,556.688447,0.445327,-225.000000,0.280000,0.554673,-8.000737,-6.055423,1.945314
parallel_down,AUR-0139,liability,demand_deposits,EUR,612.066059,0.291922,-225.000000,0.280000,0.708078,-7.325586,-4.595226,2.730360
parallel_down,AUR-0140,liability,demand_deposits,EUR,1405.210351,0.388791,-225.000000,0.280000,0.611209,-8.212724,-2.801797,5.410926
parallel_down,AUR-0141,liability,term_deposits,EUR,3033.721517,0.967393,-225.000000,0.000000,0.032607,-65.947099,-65.947099,0.000000
parallel_down,AUR-0142,liability,term_deposits,EUR,917.111452,0.883151,-225.000000,0.000000,0.116849,-23.304912,-23.304912,0.000000
parallel_down,AUR-0143,liability,term_deposits,EUR,278.122897,0.498290,-225.000000,0.000000,0.501710,-7.315027,-7.315027,0.000000
parallel_down,AUR-0144,liability,term_deposits,EUR,1058.534013,0.139518,-225.000000,0.000000,0.860482,-29.992513,-29.992513,0.000000
parallel_down,AUR-0145,liability,term_deposits,EUR,712.510121,0.394673,-225.000000,0.000000,0.605327,-16.232869,-16.232869,0.000000
parallel_down,AUR-0146,liability,wholesale_funding,EUR,1454.486053,0.486250,-225.000000,0.800000,0.513750,-55.808019,-42.357659,13.450360
parallel_down,AUR-0147,liability,wholesale_funding,EUR,626.555385,0.316525,-225.000000,0.800000,0.683475,-33.125902,-25.417673,7.708229
parallel_down,AUR-0148,liability,wholesale_funding,EUR,918.958562,0.297880,-225.000000,0.800000,0.702120,-32.369295,-20.755350,11.613945
