currency,bucket,midpoint_years,base_rate_pct,classification,scenario,shock_bps,shocked_rate_pct
EUR,9Y-10Y,9.500000,3.250000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.500000
EUR,10Y-15Y,12.500000,3.400000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.650000
EUR,15Y-20Y,17.500000,3.550000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.800000
EUR,>20Y,25.000000,3.700000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.950000
EUR,ON,0.001370,2.900000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.650000
EUR,ON-1M,0.041667,2.900000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.650000
EUR,1M-3M,0.166667,2.850000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.600000
EUR,3M-6M,0.375000,2.800000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.550000
EUR,6M-9M,0.625000,2.750000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.500000
EUR,9M-1Y,0.875000,2.700000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.450000
EUR,1Y-1.5Y,1.250000,2.650000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.400000
EUR,1.5Y-2Y,1.750000,2.600000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.350000
EUR,2Y-3Y,2.500000,2.600000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.350000
EUR,3Y-4Y,3.500000,2.650000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.400000
EUR,4Y-5Y,4.500000,2.750000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.500000
EUR,5Y-6Y,5.500000,2.850000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.600000
EUR,6Y-7Y,6.500000,2.950000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.700000
EUR,7Y-8Y,7.500000,3.050000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.800000
EUR,8Y-9Y,8.500000,3.150000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,0.900000
EUR,9Y-10Y,9.500000,3.250000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,1.000000
EUR,10Y-15Y,12.500000,3.400000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,1.150000
EUR,15Y-20Y,17.500000,3.550000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,1.300000
EUR,>20Y,25.000000,3.700000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-225.000000,1.450000
EUR,ON,0.001370,2.900000,synthetic_curve_calibrated_to_public_market_context,steepener,-227.360469,0.626395
EUR,ON-1M,0.041667,2.900000,synthetic_curve_calibrated_to_public_market_context,steepener,-223.277240,0.667228
EUR,1M-3M,0.166667,2.850000,synthetic_curve_calibrated_to_public_market_context,steepener,-210.869704,0.741303
EUR,3M-6M,0.375000,2.800000,synthetic_curve_calibrated_to_public_market_context,steepener,-191.032972,0.889670
EUR,6M-9M,0.625000,2.750000,synthetic_curve_calibrated_to_public_market_context,steepener,-168.553221,1.064468
EUR,9M-1Y,0.875000,2.700000,synthetic_curve_calibrated_to_public_market_context,steepener,-147.435449,1.225646
EUR,1Y-1.5Y,1.250000,2.650000,synthetic_curve_calibrated_to_public_market_context,steepener,-118.133369,1.468666
EUR,1.5Y-2Y,1.750000,2.600000,synthetic_curve_calibrated_to_public_market_context,steepener,-83.101775,1.768982
EUR,2Y-3Y,2.500000,2.600000,synthetic_curve_calibrated_to_public_market_context,steepener,-38.119032,2.218810
EUR,3Y-4Y,3.500000,2.650000,synthetic_curve_calibrated_to_public_market_context,steepener,10.128727,2.751287
EUR,4Y-5Y,4.500000,2.750000,synthetic_curve_calibrated_to_public_market_context,steepener,47.704120,3.227041
EUR,5Y-6Y,5.500000,2.850000,synthetic_curve_calibrated_to_public_market_context,steepener,76.967865,3.619679
EUR,6Y-7Y,6.500000,2.950000,synthetic_curve_calibrated_to_public_market_context,steepener,99.758492,3.947585
EUR,7Y-8Y,7.500000,3.050000,synthetic_curve_calibrated_to_public_market_context,steepener,117.507851,4.225079
EUR,8Y-9Y,8.500000,3.150000,synthetic_curve_calibrated_to_public_market_context,steepener,131.331065,4.463311
EUR,9Y-10Y,9.500000,3.250000,synthetic_curve_calibrated_to_public_market_context,steepener,142.096596,4.670966
EUR,10Y-15Y,12.500000,3.400000,synthetic_curve_calibrated_to_public_market_context,steepener,162.095700,5.020957
EUR,15Y-20Y,17.500000,3.550000,synthetic_curve_calibrated_to_public_market_context,steepener,174.870332,5.298703
EUR,>20Y,25.000000,3.700000,synthetic_curve_calibrated_to_public_market_context,steepener,179.213340,5.492133
EUR,ON,0.001370,2.900000,synthetic_curve_calibrated_to_public_market_context,flattener,279.863037,5.698630
EUR,ON-1M,0.041667,2.900000,synthetic_curve_calibrated_to_public_market_context,flattener,275.854960,5.658550
EUR,1M-3M,0.166667,2.850000,synthetic_curve_calibrated_to_public_market_context,flattener,263.675783,5.486758
EUR,3M-6M,0.375000,2.800000,synthetic_curve_calibrated_to_public_market_context,flattener,244.204145,5.242041
EUR,6M-9M,0.625000,2.750000,synthetic_curve_calibrated_to_public_market_context,flattener,222.138131,4.971381
EUR,9M-1Y,0.875000,2.700000,synthetic_curve_calibrated_to_public_market_context,flattener,201.409029,4.714090
EUR,1Y-1.5Y,1.250000,2.650000,synthetic_curve_calibrated_to_public_market_context,flattener,172.646252,4.376463
EUR,1.5Y-2Y,1.750000,2.600000,synthetic_curve_calibrated_to_public_market_context,flattener,138.259411,3.982594
EUR,2Y-3Y,2.500000,2.600000,synthetic_curve_calibrated_to_public_market_context,flattener,94.104571,3.541046
EUR,3Y-4Y,3.500000,2.650000,synthetic_curve_calibrated_to_public_market_context,flattener,46.744808,3.117448
EUR,4Y-5Y,4.500000,2.750000,synthetic_curve_calibrated_to_public_market_context,flattener,9.860987,2.848610
EUR,5Y-6Y,5.500000,2.850000,synthetic_curve_calibrated_to_public_market_context,flattener,-18.864162,2.661358
EUR,6Y-7Y,6.500000,2.950000,synthetic_curve_calibrated_to_public_market_context,flattener,-41.235330,2.537647
EUR,7Y-8Y,7.500000,3.050000,synthetic_curve_calibrated_to_public_market_context,flattener,-58.658013,2.463420
EUR,8Y-9Y,8.500000,3.150000,synthetic_curve_calibrated_to_public_market_context,flattener,-72.226813,2.427732
EUR,9Y-10Y,9.500000,3.250000,synthetic_curve_calibrated_to_public_market_context,flattener,-82.794204,2.422058
EUR,10Y-15Y,12.500000,3.400000,synthetic_curve_calibrated_to_public_market_context,flattener,-102.425227,2.375748
EUR,15Y-20Y,17.500000,3.550000,synthetic_curve_calibrated_to_public_market_context,flattener,-114.964743,2.400353
EUR,>20Y,25.000000,3.700000,synthetic_curve_calibrated_to_public_market_context,flattener,-119.227818,2.507722
EUR,ON,0.001370,2.900000,synthetic_curve_calibrated_to_public_market_context,short_up,349.880158,6.398802
EUR,ON-1M,0.041667,2.900000,synthetic_curve_calibrated_to_public_market_context,short_up,346.373090,6.363731
EUR,1M-3M,0.166667,2.850000,synthetic_curve_calibrated_to_public_market_context,short_up,335.716310,6.207163
EUR,3M-6M,0.375000,2.800000,synthetic_curve_calibrated_to_public_market_context,short_up,318.678626,5.986786
EUR,6M-9M,0.625000,2.750000,synthetic_curve_calibrated_to_public_market_context,short_up,299.370865,5.743709
EUR,9M-1Y,0.875000,2.700000,synthetic_curve_calibrated_to_public_market_context,short_up,281.232901,5.512329
EUR,1Y-1.5Y,1.250000,2.650000,synthetic_curve_calibrated_to_public_market_context,short_up,256.065470,5.210655
EUR,1.5Y-2Y,1.750000,2.600000,synthetic_curve_calibrated_to_public_market_context,short_up,225.976984,4.859770
EUR,2Y-3Y,2.500000,2.600000,synthetic_curve_calibrated_to_public_market_context,short_up,187.341500,4.473415
EUR,3Y-4Y,3.500000,2.650000,synthetic_curve_calibrated_to_public_market_context,short_up,145.901707,4.109017
EUR,4Y-5Y,4.500000,2.750000,synthetic_curve_calibrated_to_public_market_context,short_up,113.628364,3.886284
EUR,5Y-6Y,5.500000,2.850000,synthetic_curve_calibrated_to_public_market_context,short_up,88.493859,3.734939
EUR,6Y-7Y,6.500000,2.950000,synthetic_curve_calibrated_to_public_market_context,short_up,68.919086,3.639191
EUR,7Y-8Y,7.500000,3.050000,synthetic_curve_calibrated_to_public_market_context,short_up,53.674238,3.586742
EUR,8Y-9Y,8.500000,3.150000,synthetic_curve_calibrated_to_public_market_context,short_up,41.801539,3.568015
EUR,9Y-10Y,9.500000,3.250000,synthetic_curve_calibrated_to_public_market_context,short_up,32.555071,3.575551
EUR,10Y-15Y,12.500000,3.400000,synthetic_curve_calibrated_to_public_market_context,short_up,15.377927,3.553779
EUR,15Y-20Y,17.500000,3.550000,synthetic_curve_calibrated_to_public_market_context,short_up,4.405850,3.594058
EUR,>20Y,25.000000,3.700000,synthetic_curve_calibrated_to_public_market_context,short_up,0.675659,3.706757
EUR,ON,0.001370,2.900000,synthetic_curve_calibrated_to_public_market_context,short_down,-349.880158,0.000000
EUR,ON-1M,0.041667,2.900000,synthetic_curve_calibrated_to_public_market_context,short_down,-346.373090,0.000000
EUR,1M-3M,0.166667,2.850000,synthetic_curve_calibrated_to_public_market_context,short_down,-335.716310,0.000000
EUR,3M-6M,0.375000,2.800000,synthetic_curve_calibrated_to_public_market_context,short_down,-318.678626,0.000000
EUR,6M-9M,0.625000,2.750000,synthetic_curve_calibrated_to_public_market_context,short_down,-299.370865,0.000000
EUR,9M-1Y,0.875000,2.700000,synthetic_curve_calibrated_to_public_market_context,short_down,-281.232901,0.000000
EUR,1Y-1.5Y,1.250000,2.650000,synthetic_curve_calibrated_to_public_market_context,short_down,-256.065470,0.089345
EUR,1.5Y-2Y,1.750000,2.600000,synthetic_curve_calibrated_to_public_market_context,short_down,-225.976984,0.340230
EUR,2Y-3Y,2.500000,2.600000,synthetic_curve_calibrated_to_public_market_context,short_down,-187.341500,0.726585
EUR,3Y-4Y,3.500000,2.650000,synthetic_curve_calibrated_to_public_market_context,short_down,-145.901707,1.190983
EUR,4Y-5Y,4.500000,2.750000,synthetic_curve_calibrated_to_public_market_context,short_down,-113.628364,1.613716
EUR,5Y-6Y,5.500000,2.850000,synthetic_curve_calibrated_to_public_market_context,short_down,-88.493859,1.965061
EUR,6Y-7Y,6.500000,2.950000,synthetic_curve_calibrated_to_public_market_context,short_down,-68.919086,2.260809
EUR,7Y-8Y,7.500000,3.050000,synthetic_curve_calibrated_to_public_market_context,short_down,-53.674238,2.513258
EUR,8Y-9Y,8.500000,3.150000,synthetic_curve_calibrated_to_public_market_context,short_down,-41.801539,2.731985
EUR,9Y-10Y,9.500000,3.250000,synthetic_curve_calibrated_to_public_market_context,short_down,-32.555071,2.924449
EUR,10Y-15Y,12.500000,3.400000,synthetic_curve_calibrated_to_public_market_context,short_down,-15.377927,3.246221
EUR,15Y-20Y,17.500000,3.550000,synthetic_curve_calibrated_to_public_market_context,short_down,-4.405850,3.505942
EUR,>20Y,25.000000,3.700000,synthetic_curve_calibrated_to_public_market_context,short_down,-0.675659,3.693243
